Loan_ID,Loan_Amount,Loan_Term,Annual_Income,Credit_Score,Employment_Length,Loan_Status,Loan_Issue_Date
LN07941,16339,36,136134,588,16,Approved,2013-10-15
LN07942,4491,12,116649,753,14,Approved,2016-02-21
LN07943,1706,48,121610,670,21,Approved,2011-05-14
LN07944,32957,12,113513,483,16,Approved,2014-06-29
LN07945,16728,24,48359,504,12,Approved,2015-01-29
LN07946,7997,36,137060,471,24,Approved,2021-08-20
LN07947,39001,24,134209,521,25,Approved,2012-12-05
LN07948,39523,48,38043,467,2,Approved,2021-09-16
LN07949,26163,48,108059,543,11,Approved,2014-05-15
LN07950,18718,60,29070,517,26,Approved,2020-06-24
LN07951,22972,24,165205,355,16,Default,2021-10-31
LN07952,19231,12,76955,466,21,Approved,2018-07-01
LN07953,40619,24,48571,818,21,Approved,2010-12-13
LN07954,13126,36,178063,441,6,Approved,2016-02-01
LN07955,24595,48,97115,424,6,Approved,2012-04-08
LN07956,41633,48,118891,389,25,Approved,2014-06-18
LN07957,13118,24,150644,610,10,Approved,2018-10-07
LN07958,4317,24,41871,670,15,Approved,2014-08-14
LN07959,45980,24,157295,515,3,Approved,2021-11-26
LN07960,45115,36,34197,740,15,Approved,2014-01-15
LN07961,44158,36,94923,485,4,Approved,2013-12-15
LN07962,48631,12,122657,452,18,Approved,2017-05-22
LN07963,40828,24,112438,395,21,Approved,2019-05-22
LN07964,16504,12,120909,635,28,Approved,2020-09-11
LN07965,4057,60,120842,814,13,Approved,2011-09-16
LN07966,27660,36,99432,448,6,Approved,2010-06-07
LN07967,38196,48,61525,831,8,Approved,2011-07-23
LN07968,1402,60,36198,701,24,Approved,2021-02-06
LN07969,9605,48,185596,630,27,Approved,2019-11-26
LN07970,16761,60,114187,526,12,Approved,2020-09-09
LN07971,28043,12,118172,657,15,Default,2021-03-28
LN07972,34635,12,119499,615,20,Approved,2022-08-10
LN07973,14779,36,169587,335,3,Approved,2022-09-14
LN07974,16155,48,126313,808,6,Approved,2017-03-21
LN07975,41978,60,42027,777,29,Approved,2015-08-02
LN07976,34132,24,33792,727,2,Approved,2017-10-31
LN07977,24851,24,101313,749,19,Default,2021-06-22
LN07978,16366,36,105330,389,14,Approved,2013-07-24
LN07979,29408,48,52544,840,24,Approved,2023-11-17
LN07980,7571,24,105263,475,20,Approved,2018-02-17
LN07981,15017,36,133329,719,25,Approved,2018-04-21
LN07982,40236,36,174737,470,13,Approved,2021-07-14
LN07983,5150,48,51126,693,6,Approved,2014-01-19
LN07984,46833,24,170553,565,17,Approved,2022-03-14
LN07985,20423,24,119637,803,24,Approved,2024-02-06
LN07986,5137,24,147208,433,4,Approved,2020-10-29
LN07987,30992,12,43549,325,20,Approved,2016-06-30
LN07988,46004,24,56155,576,19,Approved,2015-04-28
LN07989,29902,60,57481,399,7,Approved,2010-03-15
LN07990,45921,12,87967,741,26,Approved,2023-11-23
LN07991,14833,12,119320,724,19,Approved,2020-09-08
LN07992,2381,12,102561,329,17,Default,2013-12-13
LN07993,9154,12,40446,795,20,Approved,2020-12-03
LN07994,35235,36,28507,490,18,Approved,2023-06-04
LN07995,14439,60,145183,486,19,Approved,2020-08-30
LN07996,20122,48,53208,439,2,Approved,2020-06-10
LN07997,24956,24,37522,619,22,Default,2013-07-10
LN07998,18264,12,67402,668,29,Approved,2011-07-05
LN07999,45774,48,176562,596,5,Approved,2016-09-17
LN08000,4149,36,189083,499,17,Approved,2015-11-22
LN08001,25660,48,186143,678,26,Approved,2019-08-13
LN08002,41660,12,198826,379,14,Approved,2015-03-03
LN08003,21528,60,65102,746,13,Approved,2015-12-31
LN08004,49904,48,34040,800,23,Approved,2017-07-24
LN08005,2168,12,124254,558,20,Default,2023-09-22
LN08006,46124,12,158118,843,21,Approved,2021-10-12
LN08007,36897,24,190446,420,7,Approved,2017-02-06
LN08008,16032,24,56189,354,10,Approved,2024-09-24
LN08009,36294,60,131738,792,10,Approved,2012-04-03
LN08010,44827,24,103998,317,11,Default,2013-01-11
LN08011,4516,60,106070,608,15,Approved,2016-01-29
LN08012,20751,36,186040,409,6,Approved,2020-04-27
LN08013,31373,36,172007,630,26,Approved,2010-12-28
LN08014,31270,24,75581,563,2,Approved,2021-04-30
LN08015,11386,36,126531,567,1,Approved,2014-10-30
LN08016,37323,48,29009,734,2,Approved,2022-08-01
LN08017,49780,48,198061,749,7,Default,2021-07-29
LN08018,15157,48,197948,596,19,Approved,2018-02-05
LN08019,38879,36,187796,436,7,Approved,2016-10-08
LN08020,40520,48,130847,696,3,Default,2012-12-12
LN08021,40132,60,71377,483,22,Default,2013-11-21
LN08022,4626,12,88861,711,12,Approved,2023-12-21
LN08023,21400,24,159771,619,21,Approved,2011-04-09
LN08024,37643,60,154817,625,25,Approved,2013-10-10
LN08025,39265,48,130612,716,16,Default,2024-06-28
LN08026,16979,12,64837,389,28,Approved,2016-02-19
LN08027,12529,24,181866,740,26,Approved,2021-03-13
LN08028,17645,60,172270,374,23,Approved,2016-08-31
LN08029,27424,24,140791,566,21,Default,2023-01-05
LN08030,14382,36,164561,611,17,Approved,2023-12-15
LN08031,5025,48,70557,782,4,Approved,2014-12-01
LN08032,44226,60,42474,327,11,Approved,2024-12-03
LN08033,14844,60,76439,641,1,Approved,2020-09-01
LN08034,5175,12,88213,725,9,Approved,2012-03-05
LN08035,31519,12,75296,834,6,Approved,2018-05-26
LN08036,10174,12,185584,709,14,Approved,2019-01-01
LN08037,4443,24,96711,584,26,Approved,2013-07-23
LN08038,22395,48,127727,405,25,Default,2021-07-05
LN08039,11725,24,21177,803,21,Default,2021-11-30
LN08040,34461,48,20761,345,6,Approved,2024-03-26
LN08041,42115,60,26458,746,14,Approved,2016-09-03
LN08042,45548,24,74775,443,15,Approved,2011-12-26
LN08043,32351,24,171182,836,21,Approved,2013-05-17
LN08044,19196,24,113789,361,25,Approved,2018-06-10
LN08045,47609,36,146048,381,0,Approved,2018-10-23
LN08046,15254,48,138249,635,14,Approved,2018-07-04
LN08047,15021,48,48433,510,2,Approved,2014-05-10
LN08048,47136,24,92715,699,9,Approved,2011-06-24
LN08049,6724,36,34849,646,15,Approved,2010-04-19
LN08050,29690,24,89980,497,1,Approved,2015-09-03
LN08051,2407,48,88500,676,16,Approved,2014-08-24
LN08052,9032,60,193062,461,0,Approved,2022-07-31
LN08053,48340,36,79891,507,3,Approved,2018-04-26
LN08054,18794,36,79866,726,10,Approved,2016-08-16
LN08055,20881,24,191064,343,16,Approved,2013-04-03
LN08056,21756,60,143469,790,1,Approved,2010-02-19
LN08057,41162,48,96008,578,0,Approved,2020-02-12
LN08058,30416,12,23101,445,28,Approved,2019-11-06
LN08059,45354,48,46990,368,27,Approved,2010-03-12
LN08060,26752,48,89214,821,27,Approved,2015-05-09
LN08061,13926,60,54611,410,5,Approved,2011-05-07
LN08062,34765,36,116265,848,10,Approved,2011-04-19
LN08063,15390,48,35958,354,3,Approved,2021-03-05
LN08064,39867,36,109786,522,23,Approved,2024-07-26
LN08065,22939,60,87002,823,10,Approved,2021-04-12
LN08066,28307,60,69887,445,4,Default,2011-04-14
LN08067,31828,24,20339,563,29,Default,2013-12-31
LN08068,29513,12,130083,843,9,Default,2021-10-19
LN08069,25502,60,70528,767,4,Approved,2024-10-28
LN08070,31063,60,106639,486,26,Approved,2021-08-13
LN08071,23486,36,102624,642,26,Approved,2014-09-06
LN08072,47277,60,89260,398,23,Approved,2019-08-02
LN08073,39258,48,126493,605,26,Approved,2013-12-10
LN08074,32692,24,73570,498,25,Approved,2012-10-25
LN08075,39384,24,41643,453,21,Approved,2012-04-23
LN08076,16958,48,80252,395,21,Default,2012-05-21
LN08077,36016,60,111580,658,2,Default,2017-12-07
LN08078,18232,12,161406,698,28,Approved,2024-01-14
LN08079,11748,60,118856,675,5,Approved,2011-12-24
LN08080,11514,24,121795,627,25,Approved,2017-10-01
LN08081,23738,12,82977,571,12,Approved,2019-04-24
LN08082,9695,36,20789,594,15,Default,2024-10-09
LN08083,9070,36,53941,694,6,Default,2019-01-25
LN08084,28765,60,20552,771,17,Approved,2017-11-14
LN08085,42662,60,39806,847,2,Approved,2015-06-27
LN08086,31761,12,56979,317,5,Approved,2015-08-14
LN08087,17698,12,159895,376,9,Default,2014-10-04
LN08088,16123,60,51980,348,15,Default,2021-04-28
LN08089,36144,24,20860,797,24,Approved,2017-03-09
LN08090,26616,36,20290,725,12,Approved,2013-07-10
LN08091,38146,12,62417,428,24,Approved,2011-07-31
LN08092,12182,24,99880,818,23,Approved,2012-02-27
LN08093,25833,60,156942,603,23,Approved,2014-04-17
LN08094,34342,48,53397,411,8,Approved,2015-03-04
LN08095,32331,12,125311,662,26,Approved,2010-06-13
LN08096,47098,48,36186,365,15,Approved,2011-02-06
LN08097,27128,24,135162,330,10,Default,2016-12-07
LN08098,32556,36,172088,594,8,Approved,2010-12-19
LN08099,22969,24,89616,618,9,Approved,2011-11-04
LN08100,22876,36,98508,313,10,Approved,2017-11-24
LN08101,9949,24,87296,541,28,Approved,2018-08-20
LN08102,25518,12,162346,652,24,Approved,2010-09-22
LN08103,6670,12,43304,547,20,Approved,2012-12-01
LN08104,25099,48,116161,767,21,Approved,2024-07-24
LN08105,40335,24,198770,687,14,Approved,2019-06-17
LN08106,13716,24,34705,741,20,Approved,2010-07-26
LN08107,39885,48,187401,641,12,Approved,2021-07-07
LN08108,8837,60,72996,815,16,Approved,2019-08-03
LN08109,48299,24,30607,344,3,Approved,2011-02-12
LN08110,20159,24,50006,718,29,Approved,2023-07-07
LN08111,42266,24,98554,502,10,Approved,2014-07-18
LN08112,37877,60,136196,838,28,Approved,2017-07-19
LN08113,22560,12,171566,685,0,Default,2010-10-06
LN08114,18106,48,172309,659,27,Approved,2015-03-05
LN08115,47289,60,60963,767,0,Approved,2010-02-20
LN08116,9720,36,181613,504,2,Approved,2024-05-09
LN08117,38661,36,23447,546,22,Approved,2022-05-24
LN08118,29362,60,47156,348,14,Approved,2020-07-31
LN08119,29258,60,187631,665,0,Approved,2017-02-11
LN08120,22782,12,172537,552,22,Approved,2010-11-20
LN08121,42168,36,62120,377,25,Approved,2020-12-27
LN08122,22120,48,102753,716,29,Approved,2021-02-12
LN08123,20790,24,30190,334,25,Approved,2016-08-19
LN08124,28912,24,83394,737,28,Default,2023-08-10
LN08125,48374,12,25335,611,15,Approved,2014-12-10
LN08126,43907,12,176850,442,16,Approved,2022-09-18
LN08127,35812,36,169631,496,8,Approved,2013-12-15
LN08128,37160,48,193413,559,4,Approved,2022-03-30
LN08129,20156,48,40557,665,28,Default,2015-11-27
LN08130,11672,60,121092,491,5,Approved,2014-11-14
LN08131,15444,12,194853,786,14,Approved,2016-12-13
LN08132,7784,24,117074,833,27,Approved,2019-01-08
LN08133,18929,24,40575,323,8,Approved,2024-01-26
LN08134,2070,36,92848,374,26,Approved,2017-02-09
LN08135,23906,24,133216,693,2,Approved,2024-08-11
LN08136,35618,48,24616,757,18,Approved,2014-09-25
LN08137,46158,48,184835,409,20,Approved,2020-01-17
LN08138,3939,12,53124,389,12,Approved,2016-03-30
LN08139,30841,36,153662,336,12,Default,2014-04-24
LN08140,43863,24,181942,606,22,Default,2017-02-14
LN08141,17301,12,29534,361,2,Approved,2012-08-20
LN08142,8194,60,27921,604,19,Approved,2013-08-22
LN08143,6851,60,152763,478,13,Default,2019-08-26
LN08144,17378,24,62042,839,1,Approved,2021-07-04
LN08145,1678,24,71209,743,24,Approved,2013-06-02
LN08146,31640,24,73603,818,9,Approved,2014-04-03
LN08147,34756,48,64377,335,8,Approved,2010-03-01
LN08148,30777,24,59705,777,12,Default,2018-10-19
LN08149,27183,60,116492,372,10,Approved,2010-04-28
LN08150,28445,24,169836,329,1,Approved,2010-10-13
LN08151,2502,36,35783,602,15,Approved,2014-08-20
LN08152,22665,60,28515,646,4,Approved,2010-01-19
LN08153,17198,36,153142,810,0,Approved,2012-10-02
LN08154,22411,60,102850,816,7,Approved,2020-02-11
LN08155,16867,12,164843,364,21,Approved,2023-12-28
LN08156,15266,60,116776,752,15,Default,2021-07-13
LN08157,40422,60,84206,828,13,Approved,2019-02-19
LN08158,36208,36,103364,668,25,Approved,2010-05-01
LN08159,44002,36,130532,336,25,Approved,2017-04-23
LN08160,32213,60,138090,680,1,Approved,2016-12-08
LN08161,8367,60,40936,518,17,Approved,2023-01-19
LN08162,14490,48,111618,545,25,Approved,2021-06-22
LN08163,36362,12,168977,849,20,Default,2019-07-03
LN08164,39285,12,154170,550,6,Approved,2017-02-06
LN08165,10219,24,47020,645,24,Approved,2023-06-22
LN08166,7310,60,142043,771,24,Approved,2022-11-24
LN08167,37307,60,30985,421,11,Approved,2022-01-23
LN08168,30631,60,159355,625,14,Approved,2024-08-11
LN08169,15744,60,149100,827,26,Approved,2023-01-25
LN08170,20867,12,139635,420,21,Approved,2021-09-03
LN08171,19625,36,66323,438,1,Approved,2017-01-23
LN08172,7378,48,57708,386,21,Approved,2013-02-06
LN08173,20149,36,90298,429,16,Approved,2010-07-18
LN08174,43133,36,120057,551,26,Approved,2011-02-06
LN08175,12422,12,25054,659,10,Approved,2021-09-19
LN08176,28926,48,139580,729,28,Default,2020-05-29
LN08177,38679,60,91317,346,1,Approved,2010-01-17
LN08178,34171,12,83304,800,27,Approved,2022-09-24
LN08179,14180,12,36471,724,18,Approved,2018-04-03
LN08180,28301,48,121266,674,4,Approved,2012-11-10
LN08181,37931,24,145022,410,25,Approved,2013-03-20
LN08182,25014,12,190750,526,16,Approved,2024-04-27
LN08183,31936,36,46527,338,15,Default,2015-01-14
LN08184,15336,36,63250,434,27,Approved,2013-08-31
LN08185,23200,60,139917,594,25,Approved,2011-10-02
LN08186,6470,12,32029,333,12,Approved,2011-04-03
LN08187,31859,60,61583,727,29,Approved,2012-10-02
LN08188,15953,12,122061,367,12,Approved,2012-12-11
LN08189,40044,48,123100,498,12,Approved,2012-03-16
LN08190,39507,12,88147,558,4,Approved,2022-04-08
LN08191,28433,24,159425,436,4,Approved,2022-10-27
LN08192,26957,36,63042,680,19,Approved,2012-05-12
LN08193,7523,48,113125,823,18,Approved,2020-08-19
LN08194,22387,36,192068,537,6,Approved,2018-08-26
LN08195,48761,60,96604,583,10,Approved,2013-12-25
LN08196,32169,48,75918,757,22,Approved,2017-03-13
LN08197,46641,24,142225,434,0,Approved,2013-04-08
LN08198,23990,36,88882,381,6,Approved,2023-01-14
LN08199,30661,12,56822,508,2,Approved,2017-11-04
LN08200,14419,12,68760,702,12,Default,2015-11-24
LN08201,15457,12,24200,487,2,Approved,2010-11-23
LN08202,3064,48,67259,792,5,Approved,2015-03-09
LN08203,39083,24,28527,554,21,Approved,2021-12-09
LN08204,11566,24,30535,622,26,Approved,2010-11-18
LN08205,34085,24,169016,724,28,Default,2016-06-21
LN08206,32528,36,191362,714,14,Default,2021-07-05
LN08207,7130,48,131477,466,3,Approved,2015-01-03
LN08208,41187,12,32438,784,4,Default,2019-10-21
LN08209,3042,36,84344,735,2,Approved,2017-02-01
LN08210,5598,24,140127,831,18,Default,2018-04-30
LN08211,43982,12,90388,780,24,Approved,2014-03-31
LN08212,33886,48,92249,479,20,Approved,2010-08-26
LN08213,34477,60,81083,370,15,Default,2012-10-29
LN08214,49625,24,51354,740,16,Approved,2016-07-11
LN08215,29716,24,144365,438,8,Approved,2019-04-17
LN08216,13601,24,169865,401,25,Approved,2015-08-11
LN08217,37018,24,188138,767,21,Default,2010-05-01
LN08218,9061,12,91135,582,8,Approved,2018-06-08
LN08219,9609,48,183843,328,13,Approved,2022-01-26
LN08220,36371,36,164512,317,26,Approved,2010-07-03
LN08221,45814,12,31289,807,22,Approved,2020-03-20
LN08222,18485,48,129344,319,10,Approved,2024-09-01
LN08223,21805,36,131568,625,25,Approved,2023-08-25
LN08224,8857,24,69178,655,9,Approved,2014-11-29
LN08225,12620,48,86500,732,22,Approved,2023-04-27
LN08226,9177,24,137784,698,4,Approved,2010-11-26
LN08227,31111,48,69223,317,22,Approved,2016-11-23
LN08228,24042,60,189441,849,25,Approved,2023-06-19
LN08229,19645,24,165256,675,3,Approved,2012-11-08
LN08230,25405,24,88483,639,10,Approved,2024-01-25
LN08231,12826,24,139178,449,26,Approved,2013-07-27
LN08232,14890,12,164228,532,5,Approved,2021-07-24
LN08233,17892,36,153483,403,1,Approved,2024-01-04
LN08234,47598,24,35674,520,29,Default,2013-09-14
LN08235,10484,24,159380,325,25,Approved,2017-07-10
LN08236,6495,12,128707,363,2,Approved,2021-04-04
LN08237,29481,12,88460,553,17,Default,2017-05-24
LN08238,12267,60,20576,548,28,Default,2010-01-06
LN08239,41166,48,165713,430,25,Approved,2020-04-16
LN08240,7743,24,118264,329,17,Approved,2015-08-25
LN08241,38939,48,70907,309,6,Approved,2014-07-22
LN08242,49773,12,192211,388,20,Approved,2014-04-19
LN08243,27569,12,104325,729,12,Approved,2011-01-21
LN08244,29552,60,59651,446,12,Approved,2023-04-20
LN08245,46772,36,113435,426,5,Approved,2017-12-31
LN08246,44730,12,166730,423,2,Approved,2016-04-04
LN08247,29948,24,58907,640,9,Approved,2018-02-21
LN08248,11775,60,83917,817,20,Default,2020-08-26
LN08249,4557,36,182819,350,4,Default,2013-06-20
LN08250,4587,60,74936,697,10,Approved,2010-08-03
LN08251,17535,12,46178,613,3,Approved,2020-06-23
LN08252,1954,36,150614,813,9,Approved,2018-03-14
LN08253,47562,48,119423,801,3,Approved,2015-01-12
LN08254,24544,36,28000,829,27,Approved,2019-12-03
LN08255,34455,24,159137,718,12,Approved,2017-08-23
LN08256,42269,48,128407,493,7,Approved,2010-05-25
LN08257,16138,48,152157,611,5,Approved,2024-04-09
LN08258,43462,24,69325,598,10,Approved,2016-12-07
LN08259,4127,48,131868,628,1,Default,2012-04-16
LN08260,24147,12,168694,775,17,Approved,2022-08-06
LN08261,46528,36,146190,416,17,Approved,2020-01-17
LN08262,12559,36,83902,563,21,Approved,2013-09-07
LN08263,48564,24,24834,816,11,Approved,2014-11-17
LN08264,4395,12,105733,818,16,Approved,2020-12-04
LN08265,26389,48,32008,320,18,Approved,2024-03-22
LN08266,1845,36,98498,776,16,Default,2022-06-25
LN08267,34932,36,67229,848,3,Approved,2016-01-08
LN08268,46722,36,132892,472,28,Approved,2018-10-12
LN08269,39672,36,159084,361,16,Approved,2018-03-06
LN08270,14731,60,71125,505,15,Approved,2013-04-28
LN08271,34122,24,105702,478,8,Approved,2018-07-03
LN08272,36585,48,104164,641,10,Default,2019-05-23
LN08273,4832,48,160921,739,11,Approved,2011-01-04
LN08274,33332,24,192444,374,10,Approved,2010-06-21
LN08275,13467,12,33767,589,12,Approved,2018-08-08
LN08276,42025,24,191061,443,21,Approved,2011-12-21
LN08277,14107,36,191654,507,29,Approved,2016-10-22
LN08278,13458,36,195442,571,7,Approved,2024-05-06
LN08279,29666,24,65052,714,13,Approved,2023-01-31
LN08280,44481,24,119427,696,17,Approved,2021-07-08
LN08281,3581,48,196361,683,13,Approved,2019-02-10
LN08282,10582,48,150591,560,15,Default,2013-12-16
LN08283,9418,60,172637,466,14,Default,2010-06-05
LN08284,29091,60,120547,317,21,Approved,2018-12-01
LN08285,30113,36,88125,546,19,Default,2023-03-02
LN08286,19827,60,70281,595,6,Approved,2020-01-22
LN08287,15419,60,95285,713,7,Approved,2015-02-25
LN08288,12814,12,43423,619,29,Approved,2014-03-07
LN08289,34804,24,104693,480,5,Approved,2019-04-20
LN08290,11024,48,108860,595,28,Approved,2021-01-13
LN08291,44700,60,21706,360,12,Approved,2019-06-11
LN08292,8435,48,71753,508,16,Approved,2014-12-23
LN08293,2548,60,113755,465,7,Approved,2011-05-18
LN08294,6065,60,61334,599,10,Approved,2015-03-14
LN08295,23880,36,87148,650,16,Approved,2011-04-02
LN08296,4407,12,122601,360,8,Approved,2016-09-20
LN08297,34407,24,70627,562,1,Approved,2023-02-09
LN08298,33940,24,35546,423,26,Approved,2024-01-02
LN08299,6666,36,199807,537,9,Approved,2024-04-21
LN08300,38122,36,94581,841,21,Default,2014-05-28
LN08301,26092,24,176371,389,23,Approved,2019-08-31
LN08302,11109,24,63347,438,20,Approved,2012-08-23
LN08303,36654,12,61221,661,13,Approved,2010-09-14
LN08304,35932,60,191848,712,1,Approved,2013-03-03
LN08305,27505,12,118203,392,4,Approved,2012-08-09
LN08306,37713,24,35948,433,16,Approved,2014-11-07
LN08307,44169,60,45118,503,23,Default,2022-04-10
LN08308,8746,24,123729,337,7,Approved,2011-09-13
LN08309,12975,12,146677,756,29,Default,2022-05-19
LN08310,41522,12,37021,833,17,Approved,2018-10-14
LN08311,16596,12,68215,737,21,Approved,2012-04-28
LN08312,38953,60,21223,523,26,Approved,2019-12-22
LN08313,34861,48,187182,467,23,Approved,2022-01-07
LN08314,4880,48,110162,406,25,Approved,2018-07-11
LN08315,44454,24,116453,679,28,Approved,2014-11-19
LN08316,44539,60,41526,323,7,Approved,2024-02-26
LN08317,44448,36,58829,810,11,Approved,2012-02-21
LN08318,3785,48,71862,606,13,Approved,2020-11-09
LN08319,23449,60,147048,657,29,Approved,2024-06-28
LN08320,15799,60,171408,669,22,Approved,2010-10-16
LN08321,40307,48,50796,470,2,Approved,2015-04-24
LN08322,49784,60,178239,521,28,Approved,2024-06-17
LN08323,48498,60,36818,742,29,Approved,2017-03-11
LN08324,44333,48,189964,452,27,Approved,2019-05-05
LN08325,41828,12,44488,675,13,Approved,2010-11-19
LN08326,4990,24,189024,580,26,Approved,2016-07-01
LN08327,20073,36,103904,518,3,Approved,2017-08-12
LN08328,37863,24,164295,785,0,Approved,2017-08-14
LN08329,15549,12,116931,809,8,Approved,2021-09-02
LN08330,19259,12,181333,634,13,Approved,2019-06-03
LN08331,20790,60,95520,709,25,Approved,2021-06-12
LN08332,10979,24,88334,353,9,Approved,2021-07-12
LN08333,21316,12,158675,374,17,Default,2020-08-19
LN08334,27183,24,131587,648,9,Approved,2012-05-14
LN08335,29324,12,97240,692,6,Approved,2022-06-20
LN08336,25624,36,54261,456,7,Approved,2011-01-07
LN08337,39176,12,137367,380,13,Approved,2024-08-12
LN08338,21245,24,35707,507,3,Approved,2021-12-03
LN08339,47705,60,38009,385,26,Approved,2015-06-21
LN08340,24790,24,72169,746,10,Approved,2017-11-03
LN08341,27756,48,38231,476,9,Approved,2021-10-30
LN08342,3833,24,23246,810,16,Approved,2024-12-13
LN08343,6285,36,49825,438,4,Approved,2020-10-04
LN08344,10589,36,166997,401,9,Approved,2016-12-06
LN08345,48476,36,21316,772,9,Approved,2019-03-10
LN08346,15116,12,103870,841,21,Approved,2022-03-02
LN08347,8645,36,116608,493,6,Approved,2023-02-16
LN08348,45786,24,134911,785,16,Approved,2013-10-29
LN08349,30150,60,153098,613,28,Default,2011-02-17
LN08350,11889,36,35289,546,19,Approved,2023-12-20
LN08351,31286,24,122082,737,11,Approved,2013-12-12
LN08352,38545,12,68886,372,4,Default,2017-11-20
LN08353,16994,12,85020,368,4,Approved,2021-12-26
LN08354,36503,60,59279,451,22,Approved,2013-06-20
LN08355,47379,60,126061,393,3,Approved,2023-01-11
LN08356,25662,24,105643,734,25,Approved,2021-10-04
LN08357,40136,60,119827,730,6,Approved,2017-10-08
LN08358,27639,60,148089,756,23,Approved,2013-12-25
LN08359,18205,12,178351,729,1,Approved,2021-11-01
LN08360,33930,24,169428,528,29,Approved,2012-10-03
LN08361,8777,60,85200,329,0,Approved,2013-05-04
LN08362,29315,24,181115,634,28,Default,2023-03-22
LN08363,48617,36,115502,476,25,Default,2017-12-26
LN08364,27973,12,163867,708,9,Approved,2010-08-16
LN08365,19316,12,102536,536,0,Approved,2024-11-27
LN08366,28304,12,173230,577,12,Default,2016-07-13
LN08367,37303,48,199702,376,16,Approved,2022-11-19
LN08368,31522,24,39005,839,8,Approved,2014-03-31
LN08369,23340,36,130737,457,3,Approved,2018-05-16
LN08370,20830,60,104013,466,8,Approved,2015-04-02
LN08371,14403,36,191324,484,6,Approved,2010-04-24
LN08372,15516,24,65176,688,22,Approved,2015-11-22
LN08373,20091,12,135754,311,28,Approved,2011-03-04
LN08374,8959,48,151777,468,1,Approved,2022-08-04
LN08375,32932,24,71510,725,17,Default,2019-04-02
LN08376,31554,24,66293,748,27,Approved,2013-05-01
LN08377,37701,60,138222,793,20,Approved,2015-04-29
LN08378,4385,36,146947,748,14,Approved,2012-08-14
LN08379,34690,36,64420,405,9,Approved,2010-05-25
LN08380,11367,60,171224,726,16,Approved,2011-09-01
LN08381,47505,48,117391,397,6,Approved,2015-10-07
LN08382,34332,12,79278,525,10,Approved,2023-01-26
LN08383,20642,12,80216,746,6,Approved,2021-07-20
LN08384,11789,48,93699,775,10,Approved,2016-04-01
LN08385,36268,60,20209,502,23,Approved,2016-12-13
LN08386,21950,24,155906,596,22,Approved,2015-05-08
LN08387,26563,36,182584,315,23,Approved,2015-01-01
LN08388,40649,24,82485,677,14,Approved,2021-01-10
LN08389,37404,36,89498,635,18,Approved,2016-05-31
LN08390,33991,24,164100,319,18,Approved,2011-05-15
LN08391,40065,60,71542,739,23,Approved,2017-06-26
LN08392,48663,60,172975,543,24,Approved,2024-05-04
LN08393,1350,48,162789,543,9,Default,2022-02-26
LN08394,19312,24,50545,691,15,Approved,2023-05-10
LN08395,25127,24,55212,561,19,Approved,2010-02-16
LN08396,29853,48,129079,519,7,Approved,2022-11-23
LN08397,38500,48,61100,307,0,Approved,2023-05-13
LN08398,34785,60,147215,745,1,Approved,2024-05-10
LN08399,19610,60,72016,313,28,Approved,2013-04-02
LN08400,24590,24,186447,686,9,Approved,2021-09-05
LN08401,30443,60,171392,321,9,Approved,2011-08-17
LN08402,48997,60,39301,524,9,Approved,2014-07-29
LN08403,8170,24,103717,534,8,Approved,2017-11-10
LN08404,14303,48,29168,640,17,Default,2011-05-27
LN08405,7207,24,88109,433,1,Approved,2024-06-13
LN08406,13316,12,38973,477,23,Approved,2024-12-04
LN08407,36187,24,187123,819,4,Default,2024-07-28
LN08408,7240,12,193831,838,20,Default,2013-02-17
LN08409,2893,24,113059,736,10,Approved,2015-09-08
LN08410,14753,12,119017,350,5,Approved,2018-03-30
LN08411,39090,12,171023,742,7,Approved,2016-01-19
LN08412,12232,24,182377,580,7,Approved,2020-04-03
LN08413,18509,60,101115,343,24,Approved,2018-04-27
LN08414,4117,36,95406,664,9,Approved,2011-07-13
LN08415,37929,60,29109,568,10,Approved,2014-10-26
LN08416,49291,12,46842,592,18,Approved,2020-02-23
LN08417,5042,24,161788,493,24,Default,2024-05-31
LN08418,38201,24,199657,670,13,Approved,2018-10-31
LN08419,27746,24,117969,377,10,Approved,2013-11-05
LN08420,15016,24,127055,488,2,Approved,2017-05-21
LN08421,26022,36,66408,689,0,Approved,2014-12-22
LN08422,36426,48,128407,324,27,Approved,2024-06-03
LN08423,28938,12,56530,601,26,Approved,2019-01-17
LN08424,44678,36,130047,657,20,Approved,2015-12-01
LN08425,36712,60,79730,393,22,Approved,2020-10-05
LN08426,40978,48,95623,635,2,Approved,2011-10-13
LN08427,9787,48,97658,463,8,Approved,2024-09-05
LN08428,2986,24,50898,640,0,Approved,2022-04-25
LN08429,11942,36,83908,371,21,Approved,2019-02-18
LN08430,18458,60,101377,341,11,Default,2020-07-21
LN08431,13161,24,111118,710,11,Approved,2014-06-01
LN08432,21689,24,77392,320,5,Approved,2021-02-19
LN08433,30163,12,95578,300,29,Approved,2022-04-04
LN08434,36775,48,46505,375,28,Approved,2015-10-27
LN08435,34737,60,108830,697,7,Approved,2015-07-24
LN08436,9772,48,157245,387,28,Approved,2019-01-01
LN08437,36592,36,104052,316,2,Approved,2022-12-10
LN08438,2211,12,26932,628,27,Approved,2016-03-26
LN08439,1229,24,103445,509,20,Approved,2024-06-07
LN08440,49542,12,181313,682,10,Approved,2020-08-22
